date,QQQ,VOO
2022-04-20,101.62533803,103.16855606
2022-04-21,103.15623251,103.12640289
2022-04-22,104.48891013,103.77299478
2022-04-25,106.74033859,104.48695833
2022-04-26,104.94864961,104.71996114
2022-04-27,103.40749404,103.52159193
2022-04-28,105.04429791,103.28588642
2022-04-29,106.44445252,102.94804688
2022-05-02,109.08151914,103.03861452
2022-05-03,107.60903032,102.99117354
2022-05-04,107.57722711,103.25990151
2022-05-05,106.59544336,103.80817086
2022-05-06,108.69896606,104.78673585
2022-05-09,107.89387619,103.60457189
2022-05-10,107.03216044,103.31590443
2022-05-11,107.43843911,103.63276392
2022-05-12,106.47296482,104.34794286
2022-05-13,105.63782855,105.02333610
2022-05-16,105.35085521,106.01461489
2022-05-17,104.40190160,106.85242420
2022-05-18,102.80666186,106.59737169
2022-05-19,101.89164953,106.11759986
2022-05-20,99.78598822,106.06995703
2022-05-23,100.78763522,106.42478809
2022-05-24,101.32429268,106.86496058
2022-05-25,99.89781112,107.51460005
2022-05-26,99.28160674,106.07633701
2022-05-27,97.87418770,106.57049154
2022-05-30,100.34723257,106.40971004
2022-05-31,99.76358856,108.02943918
2022-06-01,99.04094186,108.44883675
2022-06-02,97.75140645,109.10083909
2022-06-03,97.98566105,107.26063878
2022-06-06,96.80771049,107.33795803
2022-06-07,94.99790189,106.25182586
2022-06-08,94.87094373,106.13696762
2022-06-09,93.07705706,105.06220967
2022-06-10,92.99459564,105.47836272
2022-06-13,94.04833306,105.47308218
2022-06-14,95.31129820,106.85100145
2022-06-15,95.44660247,106.17276644
2022-06-16,96.73628290,106.33482236
2022-06-17,95.76034246,105.66172233
2022-06-20,95.40599703,106.16922774
2022-06-21,96.24373960,105.68417219
2022-06-22,94.61071848,105.22286283
2022-06-23,94.80615133,104.27369564
2022-06-24,95.20260512,104.98740692
2022-06-27,94.87699408,106.30067229
2022-06-28,95.88083209,103.74930731
2022-06-29,96.45846488,103.82855929
2022-06-30,97.63257256,102.76331218
2022-07-01,97.49721979,103.73529825
2022-07-04,98.90178065,103.92409735
2022-07-05,99.04558809,103.54030865
2022-07-06,96.10187419,102.89781223
2022-07-07,97.20828217,103.32983416
2022-07-08,99.66330922,103.14926681
2022-07-11,99.73577568,103.27120207
2022-07-12,98.99740873,104.75684149
2022-07-13,99.17095082,103.59514846
2022-07-14,98.96090766,104.33746956
2022-07-15,98.30552015,103.38878474
2022-07-18,99.56549702,103.51260172
2022-07-19,99.75027106,103.20951140
2022-07-20,99.59066859,104.02568668
2022-07-21,99.97156708,103.78094386
2022-07-22,101.16594732,104.62091257
2022-07-25,101.38593450,104.00791651
2022-07-26,101.53457330,104.49371328
2022-07-27,101.59264403,105.34935625
2022-07-28,101.60512747,105.41818852
2022-07-29,101.70351910,105.78098816
2022-08-01,103.01469233,106.60340961
2022-08-02,104.29831006,106.61772106
2022-08-03,105.13345765,106.43229843
2022-08-04,102.30588133,107.06830881
2022-08-05,101.41785699,106.42911148
2022-08-08,102.35230869,106.66272060
2022-08-09,102.54876951,105.89941786
2022-08-10,103.26434057,104.35353690
2022-08-11,102.61019796,105.75001718
2022-08-12,100.53088423,106.48126192
2022-08-15,99.21356006,105.54358273
2022-08-16,98.59780789,105.64646512
2022-08-17,97.89159766,105.05666144
2022-08-18,97.08051584,106.62571721
2022-08-19,96.42716993,106.45638092
2022-08-22,96.58827293,103.90659307
2022-08-23,94.19083949,103.68623694
2022-08-24,93.00176585,104.37017913
2022-08-25,92.91878338,105.60766635
2022-08-26,92.72362971,105.42204582
2022-08-29,94.07757240,105.31258752
2022-08-30,95.79433770,106.38826886
2022-08-31,96.41845417,106.61641393
2022-09-01,94.75834842,106.47883440
2022-09-02,94.31009987,107.21714019
2022-09-05,95.77321046,109.19712323
2022-09-06,95.26694291,108.27290300
2022-09-07,97.50232053,108.58796735
2022-09-08,97.08111111,108.82127352
2022-09-09,96.11947991,109.38173671
2022-09-12,96.04791631,112.15392039
2022-09-13,94.58024247,111.51419426
2022-09-14,93.37022600,110.53349963
2022-09-15,94.86595652,111.11265959
2022-09-16,93.98098107,109.43113112
2022-09-19,96.01655365,109.47551716
2022-09-20,95.43822050,108.50205472
2022-09-21,93.89282084,108.95353994
2022-09-22,93.69020367,108.93731531
2022-09-23,93.87685538,109.85950661
2022-09-26,92.76356764,110.12054295
2022-09-27,92.90204566,109.74610916
2022-09-28,93.59611840,109.87570649
2022-09-29,94.70473414,110.82778441
2022-09-30,94.68779303,110.19006990
2022-10-03,93.39387197,110.51886036
2022-10-04,92.86609473,111.40949036
2022-10-05,93.23103651,112.34348927
2022-10-06,92.11887106,112.14755793
2022-10-07,92.55802720,112.63614958
2022-10-10,94.56697549,110.80565928
2022-10-11,93.75372870,110.22923778
2022-10-12,93.89715214,109.28066496
2022-10-13,94.44579167,109.09894840
2022-10-14,95.57757687,110.10027814
2022-10-17,96.23432617,110.26897978
2022-10-18,95.64000047,109.69619879
2022-10-19,95.12325784,109.70440202
2022-10-20,96.38847276,111.26282233
2022-10-21,98.87646220,111.51698714
2022-10-24,99.19408257,112.61452014
2022-10-25,98.81851102,113.04792615
2022-10-26,98.31797130,113.29341515
2022-10-27,98.07800125,114.21398202
2022-10-28,97.94425753,116.70733547
2022-10-31,98.61700145,116.97741479
2022-11-01,96.44341709,117.48119684
2022-11-02,96.11033268,116.64600769
2022-11-03,95.69566888,117.29687230
2022-11-04,95.64208953,116.84574745
2022-11-07,96.14075831,116.84438877
2022-11-08,96.95395630,116.65297628
2022-11-09,97.84474578,117.62870136
2022-11-10,98.64114961,116.88422006
2022-11-11,97.05073398,119.23641010
2022-11-14,95.92275127,119.11604277
2022-11-15,96.33593139,119.39673354
2022-11-16,93.95053121,119.50955826
2022-11-17,93.87961430,119.71720679
2022-11-18,94.14469656,119.36509773
2022-11-21,93.56508258,120.33271478
2022-11-22,93.57800814,119.89271624
2022-11-23,95.61706203,120.88883965
2022-11-24,94.70568022,122.85035426
2022-11-25,94.73944133,122.86030990
2022-11-28,94.70893106,123.59266248
2022-11-29,94.97618747,124.02051526
2022-11-30,94.73813893,124.95900921
2022-12-01,94.97752438,124.42971698
2022-12-02,94.19365211,123.70561194
2022-12-05,93.69946979,123.26496639
2022-12-06,93.15552215,123.44085151
2022-12-07,92.01599069,124.05600804
2022-12-08,90.40631586,124.69887060
2022-12-09,89.96680770,123.86673540
2022-12-12,91.07199715,124.29944729
2022-12-13,92.46957393,125.00765505
2022-12-14,91.48406118,126.14319573
2022-12-15,92.15761822,127.08930582
2022-12-16,93.18560385,128.32644545
2022-12-19,93.61658436,128.29778365
2022-12-20,92.48167455,126.99376257
2022-12-21,93.02681472,126.23133795
2022-12-22,93.42914432,125.89420134
2022-12-23,91.30623329,124.10853407
2022-12-26,91.87124298,123.74550800
2022-12-27,91.34612289,122.73671188
2022-12-28,89.01533201,121.83314506
2022-12-29,88.10476770,121.68281861
2022-12-30,88.62184091,122.46341730
2023-01-02,88.07304999,122.29313019
2023-01-03,87.94432764,121.74312033
2023-01-04,88.64027908,121.72292273
2023-01-05,88.92327651,121.36402924
2023-01-06,91.20045028,120.11904839
2023-01-09,90.24809868,120.13864644
2023-01-10,87.29537192,119.99828816
2023-01-11,88.00897383,120.27481009
2023-01-12,88.61476468,121.30531525
2023-01-13,88.63196275,121.23402467
2023-01-16,88.71983780,120.40740093
2023-01-17,89.26016920,119.83336272
2023-01-18,88.96840355,120.66991910
2023-01-19,89.53787506,120.04251857
2023-01-20,90.48364095,120.36395221
2023-01-23,88.17904621,121.53784730
2023-01-24,87.15681198,119.84339577
2023-01-25,86.51705754,119.85806037
2023-01-26,86.80333103,120.05912909
2023-01-27,87.01894887,119.02750821
2023-01-30,87.22469018,118.85770078
2023-01-31,88.03320633,120.64232805
2023-02-01,86.86375525,119.66146807
2023-02-02,86.66485717,119.07356293
2023-02-03,87.27585260,119.64495598
2023-02-06,86.02721554,119.34012254
2023-02-07,86.16817385,120.31318458
2023-02-08,85.06857083,119.56272609
2023-02-09,83.39533297,119.87676297
2023-02-10,84.43325259,119.60991249
2023-02-13,86.90147858,118.81964950
2023-02-14,86.76836148,118.70624469
2023-02-15,85.62398634,119.26805136
2023-02-16,83.94563481,118.70960080
2023-02-17,84.65182815,119.69545543
2023-02-20,84.14380193,119.28933985
2023-02-21,84.58624355,118.18475216
2023-02-22,83.79962784,118.68593099
2023-02-23,84.71587646,118.19759765
2023-02-24,82.96450542,117.67512822
2023-02-27,83.68387929,118.00915765
2023-02-28,84.35801470,118.18755135
2023-03-01,85.26027289,117.70217177
2023-03-02,86.64128861,118.05929464
2023-03-03,84.66951593,118.00041652
2023-03-06,84.48937567,117.84175607
2023-03-07,82.91980253,118.40571012
2023-03-08,83.12668767,118.79086037
2023-03-09,84.00095704,118.03573623
2023-03-10,84.15772393,117.82581874
2023-03-13,84.50049312,117.47918080
2023-03-14,84.87055244,117.04462408
2023-03-15,82.85136057,116.09690966
2023-03-16,82.61568293,116.97503559
2023-03-17,82.19535706,116.96990889
2023-03-20,82.36353074,116.42752933
2023-03-21,81.21521960,118.07283541
2023-03-22,80.14561964,118.30278987
2023-03-23,80.48386326,118.43617718
2023-03-24,80.36061022,119.92501710
2023-03-27,81.18531398,119.84538332
2023-03-28,80.00122676,119.75497438
2023-03-29,80.76083719,119.08966816
2023-03-30,81.46816532,119.53543445
2023-03-31,81.38977637,120.41708736
2023-04-03,81.34209185,120.87454471
2023-04-04,80.18097997,121.91141854
2023-04-05,79.96060618,120.40757117
2023-04-06,80.01723127,119.89274463
2023-04-07,81.54380491,119.59163077
2023-04-10,82.34625437,120.43982483
2023-04-11,82.23307066,119.30098737
2023-04-12,81.88825071,118.49654056
2023-04-13,83.26430251,119.11843605
2023-04-14,85.37404055,119.81169587
2023-04-17,85.08539439,120.35888936
2023-04-18,86.74275182,120.36556668
2023-04-19,87.12995049,120.26619402
2023-04-20,87.33512310,119.56793231
2023-04-21,85.36923221,119.21880795
2023-04-24,87.45182167,119.37272071
2023-04-25,86.78148577,120.01900345
2023-04-26,84.93389466,120.90000817
2023-04-27,86.35469093,120.20697761
2023-04-28,88.73749670,121.26625537
2023-05-01,89.78451305,121.36592587
2023-05-02,90.60059388,121.01935619
2023-05-03,90.27682507,121.33005566
2023-05-04,92.04506559,120.61211562
2023-05-05,92.61538159,118.81741778
2023-05-08,90.85295649,117.23071929
2023-05-09,89.47777843,118.44083522
2023-05-10,88.50994604,119.66227235
2023-05-11,88.54340359,119.67765992
2023-05-12,87.37897190,119.77935515
2023-05-15,88.46694569,120.18380435
2023-05-16,87.79959070,121.64681000
2023-05-17,89.60266723,120.14238392
2023-05-18,87.70701232,121.06564562
2023-05-19,88.58256538,122.63351200
2023-05-22,86.43845388,122.66030108
2023-05-23,86.94068151,124.17088998
2023-05-24,87.39827411,123.81054335
2023-05-25,84.89541659,125.11417192
2023-05-26,84.50236295,126.35887376
2023-05-29,83.47036511,126.84205278
2023-05-30,83.33784405,129.42829739
2023-05-31,82.58756431,130.26307808
2023-06-01,81.49269155,130.16250695
2023-06-02,80.82412427,130.12999232
2023-06-05,81.47369006,129.77926577
2023-06-06,79.68638955,130.63284777
2023-06-07,79.26969628,128.67265418
2023-06-08,78.84679586,128.96261752
2023-06-09,79.12771176,128.77922816
2023-06-12,77.17139031,127.96956710
2023-06-13,77.18958766,127.28831467
2023-06-14,78.72321494,128.80094996
2023-06-15,79.54646374,128.71356936
2023-06-16,80.63301390,127.46641802
2023-06-19,80.22145596,127.81401437
2023-06-20,79.75932723,127.73467695
2023-06-21,80.60426093,126.05785143
2023-06-22,80.76218235,126.26638191
2023-06-23,80.95922841,126.05543346
2023-06-26,81.67473212,128.11607962
2023-06-27,80.98697668,130.47492269
2023-06-28,83.09801737,131.23732375
2023-06-29,81.77765333,132.00934447
2023-06-30,81.48562121,132.23413365
2023-07-03,80.90793363,133.46856385
2023-07-04,81.04366880,134.15229255
2023-07-05,79.77788007,132.57517891
2023-07-06,80.14041344,134.30757540
2023-07-07,82.09454807,135.31508104
2023-07-10,82.88820848,135.92145280
2023-07-11,81.05679502,135.94580850
2023-07-12,79.21846781,137.16406472
2023-07-13,79.15179411,137.82267705
2023-07-14,78.12681643,137.13001495
2023-07-17,76.97804461,137.58832134
2023-07-18,77.38891779,136.54478748
2023-07-19,77.62973586,135.74065168
2023-07-20,79.45547876,136.58404712
2023-07-21,79.30501117,136.43838540
2023-07-24,77.41343760,138.05990937
2023-07-25,76.66144146,137.85961908
2023-07-26,76.59477222,138.02864469
2023-07-27,76.86913049,137.74602029
2023-07-28,75.24430337,137.22872996
2023-07-31,75.80772165,137.07757674
2023-08-01,76.07446848,138.75493065
2023-08-02,75.74587288,138.92557508
2023-08-03,75.17808411,138.42804530
2023-08-04,75.20352079,141.06340223
2023-08-07,76.75958906,141.45294006
2023-08-08,75.80463998,141.22225320
2023-08-09,75.37127327,140.80609397
2023-08-10,75.59473868,142.20969288
2023-08-11,76.33214303,143.49818515
2023-08-14,77.51124694,142.73331958
2023-08-15,77.67328279,142.54687139
2023-08-16,77.34340653,141.24078250
2023-08-17,77.88829587,141.25856254
2023-08-18,78.12556336,143.65183916
2023-08-21,78.27861003,143.56134153
2023-08-22,78.98675094,142.62717166
2023-08-23,78.60828090,145.37993834
2023-08-24,79.02488347,146.22143137
2023-08-25,79.57265374,147.54047336
2023-08-28,78.77682339,145.81165089
2023-08-29,78.07784293,146.12557066
2023-08-30,77.68111627,147.76197559
2023-08-31,77.32564178,148.65398345
2023-09-01,77.70311556,147.78208235
2023-09-04,77.67120612,149.15438435
2023-09-05,77.90730390,148.33019529
2023-09-06,76.96963088,146.83268124
2023-09-07,76.37034003,146.96030838
2023-09-08,75.17652774,147.64559404
2023-09-11,74.69636299,148.35837745
2023-09-12,74.81665660,148.71360890
2023-09-13,75.80250700,149.32692939
2023-09-14,76.61160703,148.50190830
2023-09-15,76.29336446,149.17071927
2023-09-18,76.78938614,151.36487308
2023-09-19,76.84930900,149.64206568
2023-09-20,76.93137753,149.87536933
2023-09-21,76.34451863,150.95593969
2023-09-22,76.47154872,151.97887271
2023-09-25,76.81675226,150.59562046
2023-09-26,77.49025996,152.71405771
2023-09-27,77.66928327,152.99190658
2023-09-28,78.75122410,154.60680349
2023-09-29,80.21449130,155.12754636
2023-10-02,79.76433669,156.38208531
2023-10-03,79.86438022,157.77300595
2023-10-04,80.19895167,158.66496727
2023-10-05,79.61031529,162.95307579
2023-10-06,79.62997251,164.57100097
2023-10-09,80.98187336,166.90747498
2023-10-10,80.85424756,166.23468649
2023-10-11,79.34058191,165.30978775
2023-10-12,80.54931479,161.91281793
2023-10-13,80.15720188,160.13002358
2023-10-16,79.28611751,161.43129539
2023-10-17,77.74879705,159.74236123
2023-10-18,77.93051652,158.05969693
2023-10-19,78.77954352,158.99161843
2023-10-20,78.52488879,161.08258550
2023-10-23,79.85565321,161.67019613
2023-10-24,78.74616932,162.44647838
2023-10-25,78.86981462,161.04713705
2023-10-26,78.43601203,160.99566124
2023-10-27,79.48738197,159.29744415
2023-10-30,79.81033535,159.25496949
2023-10-31,79.85311342,158.40347991
2023-11-01,79.27997709,157.40128045
2023-11-02,80.27873830,157.09286160
2023-11-03,81.74011326,157.95679940
2023-11-06,82.00148772,158.66560984
2023-11-07,80.59003173,158.02549034
2023-11-08,80.71834447,157.69835756
2023-11-09,81.51869851,155.30704505
2023-11-10,81.66044160,154.42364225
2023-11-13,81.32581573,153.62386565
2023-11-14,80.07234605,151.87919610
2023-11-15,80.26362844,152.63856749
2023-11-16,81.68240252,153.68348169
2023-11-17,83.11180459,153.80080169
2023-11-20,81.46406818,154.48640535
2023-11-21,81.18387757,154.64262740
2023-11-22,82.17308287,157.47252066
2023-11-23,81.14934611,157.71747962
2023-11-24,80.06258664,157.01953581
2023-11-27,79.91371508,158.06508134
2023-11-28,82.00669883,159.09650901
2023-11-29,82.18889826,159.54796089
2023-11-30,84.11679279,161.03693599
2023-12-01,84.63901490,161.71857132
2023-12-04,84.08200807,161.90132841
2023-12-05,82.58384866,162.84922099
2023-12-06,82.46140934,165.46170599
2023-12-07,81.91845783,164.77455515
2023-12-08,82.52583906,165.51173255
2023-12-11,82.85714611,163.96357131
2023-12-12,81.66820146,163.19044072
2023-12-13,82.40894634,162.60542581
2023-12-14,83.08614826,162.40001865
2023-12-15,83.13710455,162.64877705
2023-12-18,83.48334291,163.68383906
2023-12-19,81.71863656,162.71127855
2023-12-20,82.46243193,162.61102700
2023-12-21,82.66452840,163.45448266
2023-12-22,81.67582066,165.70459928
2023-12-25,81.70629186,163.15717900
2023-12-26,81.83675413,163.22611871
2023-12-27,81.77286583,161.88134743
2023-12-28,81.58247693,161.71813798
2023-12-29,81.41091212,162.62938706
2024-01-01,79.97413113,163.73981662
2024-01-02,80.88075910,164.77048284
2024-01-03,81.98627643,165.29643520
2024-01-04,82.63127865,163.52309576
2024-01-05,82.68228146,165.72797377
2024-01-08,84.07331965,164.65076222
2024-01-09,83.77667666,164.44467234
2024-01-10,83.95171176,164.10004763
2024-01-11,83.12956993,164.54870913
2024-01-12,83.93721508,167.12393257
2024-01-15,82.67078461,165.56611072
2024-01-16,84.44786945,165.71783767
2024-01-17,85.28337443,162.79242577
2024-01-18,84.60045114,161.63240354
2024-01-19,83.70230801,161.36813253
2024-01-22,82.24896640,160.57070990
2024-01-23,82.71469073,160.31344317
2024-01-24,81.31838147,159.30336433
2024-01-25,81.69704154,158.72924712
2024-01-26,81.80230584,158.52829977
2024-01-29,81.33069407,156.54297485
2024-01-30,81.63819376,156.87740445
2024-01-31,81.33455720,155.28765407
2024-02-01,81.69599197,154.54218916
2024-02-02,81.94997260,153.72424551
2024-02-05,81.30005988,155.23286672
2024-02-06,79.47168132,157.10818731
2024-02-07,79.59709721,157.98561375
2024-02-08,80.50381587,159.84715586
2024-02-09,80.03709510,158.97296537
2024-02-12,78.93917401,161.31291165
2024-02-13,79.27688318,161.83828952
2024-02-14,80.70947065,162.08801179
2024-02-15,81.10819780,162.59063925
2024-02-16,80.85715355,162.89409378
2024-02-19,78.93882581,164.67007248
2024-02-20,78.84277599,163.37585885
2024-02-21,78.87447719,163.28742667
2024-02-22,79.05699338,163.84284348
2024-02-23,78.06520427,163.01746998
2024-02-26,77.47964708,162.31367704
2024-02-27,77.94479612,163.40585133
2024-02-28,78.91759617,163.18075976
2024-02-29,80.32728103,164.21217828
2024-03-01,80.54329598,165.47127771
2024-03-04,81.71551433,165.40579832
2024-03-05,81.50273318,163.84628728
2024-03-06,81.57519458,164.55200705
2024-03-07,82.63779084,167.68746441
2024-03-08,81.87284508,163.33367753
2024-03-11,82.05920739,162.40696166
2024-03-12,80.97061987,162.14929422
2024-03-13,82.24278248,162.19939798
2024-03-14,83.38216286,161.20936230
2024-03-15,83.77443341,162.48999689
2024-03-18,84.38848423,162.43269565
2024-03-19,84.20581373,163.10426907
2024-03-20,83.38072342,164.38508190
2024-03-21,82.59616337,166.69272995
2024-03-22,82.89690908,166.57634292
2024-03-25,84.06816731,167.33858450
2024-03-26,85.02871862,168.64776541
2024-03-27,85.56629347,168.08591431
2024-03-28,85.69142140,168.96418751
2024-03-29,84.66603407,168.91862801
2024-04-01,85.01793475,168.18812096
2024-04-02,85.45484390,167.42287743
2024-04-03,83.30624153,166.99129465
2024-04-04,82.49109251,166.60711690
2024-04-05,81.70570734,169.35074516
2024-04-08,81.99982401,169.33031291
2024-04-09,83.41669412,170.54637127
2024-04-10,85.46158108,168.23473180
2024-04-11,85.32283490,166.52239403
2024-04-12,86.21038899,164.82717876
2024-04-15,86.46042329,167.02238559
2024-04-16,87.08704457,165.08096273
2024-04-17,88.82628703,165.42141763
2024-04-18,88.99976719,163.94588348
2024-04-19,89.59684195,164.83303390
2024-04-22,89.68204129,163.52252415
2024-04-23,89.95739322,162.42405671
2024-04-24,91.85998917,160.74371573
2024-04-25,93.24657815,161.08559490
2024-04-26,92.77782397,160.06954172
2024-04-29,92.76604906,159.53567507
2024-04-30,92.68472814,157.69457050
2024-05-01,93.23826439,156.55421363
2024-05-02,93.94001948,157.25147013
2024-05-03,95.30766103,158.81726378
2024-05-06,94.51415817,159.05501670
2024-05-07,91.98066356,157.14091020
2024-05-08,91.98235556,158.06095402
2024-05-09,92.14166633,155.79440603
2024-05-10,90.75193547,156.63963108
2024-05-13,90.41629512,155.10735885
2024-05-14,93.37036199,152.57882499
2024-05-15,92.06023115,151.97906343
2024-05-16,91.42813616,150.89567160
2024-05-17,90.37726745,151.77657065
2024-05-20,89.16064368,151.57627155
2024-05-21,87.27920364,151.34735622
2024-05-22,86.66509842,153.00007498
2024-05-23,87.67550351,151.82149844
2024-05-24,88.47552672,150.84102435
2024-05-27,88.04425087,149.43615831
2024-05-28,88.68385930,149.43124430
2024-05-29,88.25338114,148.11667376
2024-05-30,88.98055338,146.13722041
2024-05-31,88.39281404,146.55948953
2024-06-03,88.63570048,145.55902612
2024-06-04,89.28252629,147.63111973
2024-06-05,89.78622466,147.19086748
2024-06-06,91.10517891,148.34252134
2024-06-07,91.65156976,148.57855831
2024-06-10,91.06456929,148.23648678
2024-06-11,93.19005412,149.42866053
2024-06-12,93.97443932,150.38660333
2024-06-13,95.76396840,149.49571069
2024-06-14,97.06743418,149.97967795
2024-06-17,97.72269548,149.35898857
2024-06-18,98.46039361,149.04440154
2024-06-19,98.91392889,150.20519525
2024-06-20,100.15612965,150.28128878
2024-06-21,101.26646581,149.59713309
2024-06-24,101.08429645,149.93508905
2024-06-25,100.97963558,150.83828986
2024-06-26,102.15480662,152.05062533
2024-06-27,104.79353592,151.88830521
2024-06-28,107.43770669,153.49579088
2024-07-01,107.11830068,153.19106873
2024-07-02,105.38238807,154.28654077
2024-07-03,104.44631915,153.69185910
2024-07-04,100.92903528,154.23171985
2024-07-05,101.22302674,151.99879235
2024-07-08,99.73788510,151.31658503
2024-07-09,96.30447388,151.65420165
2024-07-10,95.10633065,151.62882592
2024-07-11,93.46976753,152.07494349
2024-07-12,94.78633516,149.80255327
2024-07-15,95.95104142,148.32406802
2024-07-16,95.07006342,146.60205071
2024-07-17,96.46919907,145.37790502
2024-07-18,97.45905979,145.12310122
2024-07-19,97.52338077,143.26583595
2024-07-22,97.23033160,143.17692202
2024-07-23,98.83083901,143.58433028
2024-07-24,98.55576503,145.19122097
2024-07-25,100.92062105,145.65527633
2024-07-26,101.57196073,143.81788919
2024-07-29,98.48224061,144.33420465
2024-07-30,98.27253741,142.57914941
2024-07-31,100.01303613,142.89894172
2024-08-01,102.31156398,141.67023342
2024-08-02,103.44587524,140.98773896
2024-08-05,102.02308398,139.83885837
2024-08-06,102.45598595,138.84126187
2024-08-07,102.25069238,138.33860024
2024-08-08,104.05117214,138.46785211
2024-08-09,102.27974181,138.00770395
2024-08-12,101.07740613,138.51216863
2024-08-13,101.35856159,138.96129391
2024-08-14,99.81531108,140.05982354
2024-08-15,100.20043412,138.63165914
2024-08-16,100.14527630,137.18087814
2024-08-19,100.25806018,136.67306019
2024-08-20,99.00655858,135.41104928
2024-08-21,97.24776711,137.61860443
2024-08-22,96.69078963,138.42937620
2024-08-23,98.11254191,137.43071956
2024-08-26,98.58924422,136.97919518
2024-08-27,96.99031990,136.31992112
2024-08-28,97.16837063,137.22881725
2024-08-29,97.28833017,137.65804789
2024-08-30,97.88832184,137.52158720
2024-09-02,97.64745477,136.31422129
2024-09-03,97.80905452,135.02627778
2024-09-04,96.56239127,135.31173595
2024-09-05,98.98115604,135.09077070
2024-09-06,100.25904312,134.91844878
2024-09-09,100.08786937,134.89117362
2024-09-10,98.89522813,137.01407620
2024-09-11,98.46531816,138.07060437
2024-09-12,99.74651771,138.59049249
2024-09-13,97.65001647,138.60106019
2024-09-16,97.67297656,139.51297299
2024-09-17,97.55317502,138.21502112
2024-09-18,99.13735923,136.90747344
2024-09-19,101.26785202,137.42311232
2024-09-20,99.33334385,136.90272945
2024-09-23,101.43522049,136.94709153
2024-09-24,103.76358243,135.35870231
2024-09-25,104.17225621,136.31520838
2024-09-26,103.72215579,136.75510860
2024-09-27,103.62363060,137.99009323
2024-09-30,102.52254000,137.14064521
2024-10-01,102.85121633,137.27653961
2024-10-02,105.64966989,137.49359726
2024-10-03,106.14466580,137.16864580
2024-10-04,107.33385795,139.19876106
2024-10-07,106.57480253,139.35594215
2024-10-08,108.11960157,138.67667859
2024-10-09,109.30304045,138.93475386
2024-10-10,108.03229726,138.42456586
2024-10-11,105.94435347,136.85653365
2024-10-14,107.11434886,138.35281353
2024-10-15,109.37157296,136.80461063
2024-10-16,108.70345570,136.69647393
2024-10-17,110.67865959,138.23014437
2024-10-18,109.39327558,136.98799164
2024-10-21,110.68746391,138.13713911
2024-10-22,112.00539995,139.45969990
2024-10-23,112.16935822,138.74562126
2024-10-24,113.35240299,139.52663864
2024-10-25,113.21188866,142.63931188
